,0
50806,"A gun would do the trick, get it over with"
50807,You're better off
50808,To take all you've got and burn it on the spot
50809,Just to get high-igh-igh-igh (high-igh-igh-igh)
50810,"Tell me what did, where you gone and hid?"
50811,"Show me is what you really want, watching what you've got"
50812,Slowly
50813,"Circling the drain, throw it all away"
50814,Just to get high-igh-igh-igh
50815,Just to get high-igh-igh-igh
50816,"Circling the drain, throw it all away"
50817,Just to get high-igh-igh-igh
50818,"Stuck in a cage, luck of the draw"
50819,"Hours to wait, gotta get out"
50820,"Lord, I gotta fight one"
50821,"Get me a key, pick me a lock"
50822,"Gotta be free, ready or not"
50823,"Gotta run, gotta run"
50824,"Gotta run, gotta run"
50825,"Gotta run, gotta run"
50826,Nowhere to hide 'cause someone's always gonna find you
50827,Trying to breathe with everybody right behind you
50828,Scattering leaves to try and cover up the footprints
50829,Water ahead 'cause I can hear it in the distance
50830,I'm running for the river
50831,'Cause the river's running high and there ain't no goin' back
50832,They'll never catch me
50833,I'm running for the river
50834,"You can ride, you can fly, you can tell 'em that you tried"
50835,But there ain't no going back
50836,They'll never catch me
50837,"Tell 'em that you tried, but you're never gonna catch me"
50838,"Let out the hounds, stand off the guards"
50839,"Never be found, better than bars"
50840,"""Damn it, he's a fast one"""
50841,"Out of the tree's, into the swamp"
50842,"Gotta be free, so don't ever stop"
50843,"Gotta run, gotta run"
50844,"Gotta run, gotta run"
50845,"""God damn it, he's a fast one"""
50846,Nowhere to hide 'cause someone's always gonna find you
50847,Trying to breathe with everybody right behind you
50848,Scattering leaves to try and cover up the footprints
50849,Water ahead 'cause I can hear it in the distance
50850,I'm running for the river
50851,'Cause the river's running high and there ain't no goin' back
50852,They'll never catch me
50853,I'm running for the river
50854,"You can ride, you can fly, you can tell 'em that you tried"
50855,But there ain't no going back
50856,They'll never catch me
50857,"Tell 'em that you tried, but you're never gonna catch me"
50858,"Water ahead, 'cause I can hear it in the distance"
50859,"(Gotta run, gotta run)"
50860,"Water ahead, 'cause I can hear it in the distance"
50861,"Water ahead, 'cause I can hear it in the distance"
50862,"(Gotta run, gotta run)"
50863,I'm running for the river
50864,'Cause the river's running high and there ain't no goin' back
50865,They'll never catch me
50866,I'm running for the river
50867,"You can ride, you can fly, you can tell 'em that you tried"
50868,But there ain't no going back
50869,They'll never catch me
50870,They'll never catch me
50871,Never gonna catch me
50872,Never gonna catch me
50873,They'll never catch me
50874,"Well, you can dig me up a grave"
50875,And try and stick me in the ground
50876,"Well, you can tie me to the bed"
50877,And try and beat me half to death
50878,But you can never keep me down
50879,"Well, you can stick me in a hole"
50880,And you can pray all day for rain
50881,You can shoot me in the leg
50882,Just to try to make me beg
50883,And you can leave me there for days
50884,And I'll stay alive
50885,"Just to follow you home, yeah"
50886,And I will survive
50887,"'Cause you're my Mississippi Princess, you're my California Queen"
50888,Like the Duchess of Detroit and every city in between
50889,You can slap me in the face and you can scream profanity
50890,"Leave me here to die alone, but I'll still follow you home"
50891,I'll still follow you home
50892,You can make a couple calls
50893,And tell your brothers I'm in town
50894,Put a bounty on my head
50895,And tell my parents that I'm dead
50896,And hope to hell I'm never found
50897,You can steal me the keys
50898,To your daddy's Cadillac
50899,"Well, you can tamper with the brakes"
50900,Call it a mistake
50901,And pray I'm never coming back
50902,And I'll stay alive
50903,"Just to follow you home, yeah"
50904,And I will survive
50905,"'Cause you're my Mississippi Princess, you're my California Queen"
50906,Like the Duchess of Detroit and every city in between
50907,You can slap me in the face and you can scream profanity
50908,"Leave me here to die alone, but I'll still follow you home"
50909,I'll still follow you home
50910,You can dig me up a grave
50911,And try and stick me in the ground
50912,You can tie me to the bed
50913,And try and beat me half to death
50914,But you can never keep me down
50915,And I will survive
50916,"Cause you're my Mississippi Princess, you're my California Queen"
50917,Like the Duchess of Detroit and every city in between
50918,You can slap me in the face and you can scream profanity
50919,"Leave me here to die alone, but I'll still follow you home"
50920,I'll still follow you home (I'll still follow you home)
50921,I'll still follow you home (I'll still follow you home)
50922,I'll still follow you home (I'll still follow you home)
50923,I'll still follow you home (I'll still follow you home)
50924,I'll still follow you home
50925,She's got me nervous
50926,Talkin' a hundred miles an hour
50927,She's more than worth it
50928,I swear she smells just like a flower
50929,I'd fall to pieces if I went anywhere without her
50930,"I love when she says, ""What's wrong with right here on the counter?"""
50931,"Funky little monkey, she's a twisted trickster"
50932,Everybody wants to be the sister's mister
50933,Coca-Cola rollercoaster
50934,Love her even though I'm not supposed to
50935,"Funky little monkey, she's a twisted trickster"
50936,Everybody wants to be the sister's mister
50937,Coca-Cola rollercoaster
50938,Love her even though I'm not supposed to
50939,She keeps me up (I keep you up)
50940,She keeps me up (I keep you up)
50941,All night (All night)
50942,All night (All night)
50943,She keeps me up (I keep you up)
50944,She keeps me up (I keep you up)
50945,All night (All night)
50946,All night (All night)
50947,I need her so bad
50948,Sometimes I think that I can taste it
50949,This evil romance
50950,So good I never wanna waste it (Yeah)
50951,I can't trust my friends
50952,'Cause she's what everybody chases
50953,And I know where she's been
50954,'Cause it's on everybody's faces
50955,Come on
50956,"Funky little monkey, she's a twisted trickster"
50957,Everybody wants to be the sister's mister
50958,Coca-Cola rollercoaster
50959,Love her even though I'm not supposed to
50960,"Funky little monkey, she's a twisted trickster"
50961,Everybody wants to be the sister's mister
50962,Coca-Cola rollercoaster
50963,Love her even though I'm not supposed to
50964,She keeps me up (I keep you up)
50965,She keeps me up (I keep you up)
50966,All night (All night)
50967,All night (All night)
50968,She keeps me up (I keep you up)
50969,She keeps me up (I keep you up)
50970,All night (All night)
50971,All night (All night)
50972,I never wanna have to slow down
50973,Gotta be a better way to come down
50974,I've gotta stay awake somehow
50975,I never wanna have to slow down
50976,Gotta be a better way to come down
50977,I've gotta stay awake somehow
50978,"Funky little monkey, she's a twisted trickster"
50979,Everybody wants to be the sister's mister
50980,Coca-Cola rollercoaster
50981,Love her even though I'm not supposed to
50982,"Funky little monkey, she's a twisted trickster"
50983,Everybody wants to be the sister's mister
50984,Coca-Cola rollercoaster
50985,Love her even though I'm not supposed to
50986,She keeps me up (I keep you up)
50987,She keeps me up (I keep you up)
50988,All night (All night)
50989,All night (All night)
50990,She keeps me up (I keep you up)
50991,She keeps me up (I keep you up)
50992,All night (All night)
50993,All night (All night)
50994,"Head high, protest line"
50995,"""Freedom"" scribbled on your sign"
50996,"Headline, New York Times"
50997,Standing on the edge of a revolution
50998,"Hey, hey, just obey"
50999,Your secret's safe with the NSA
51000,In God we trust or the CIA?
51001,Standing on the edge of a revolution
51002,"Yeah, we're standing on the edge of a revolution"
51003,"No, we won't give up, we won't go away"
51004,'Cause we're not about to live in this mass delusion
51005,"No, we don't wanna hear another word you say"
51006,'Cause we know they're all depending on mass confusion
51007,"No, we can't turn back, we can't turn away"
51008,'Cause it's time we all relied on the last solution
51009,"No, we won't lay down and accept this fate"
51010,'Cause we're standing on the edge of a revolution
51011,"Wall Street, common thief"
51012,When they get caught they all go free
51013,A brand new yacht and a finder's fee
51014,Standing on the edge of a revolution
